folder,start_frame,end_frame,label,commentary,username,source_file,duration_sec
2021.06.14.18.13.35_veh-26_05422_05488,5,264,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,25.9
2021.07.16.00.51.05_veh-17_01938_03243,101,1855,"you will make the right turn into veer toward east, go around the roundabout. at the light make a left turn to head back the direction you came from.",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,175.4
2021.06.14.18.33.41_veh-35_02140_02328,127,689,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,56.2
2021.09.15.16.17.26_veh-28_01581_01740,156,376,at the stoplight make a left turn.,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,22.0
2021.07.09.20.59.12_veh-38_05697_06861,396,2520,go around the roundabout. you will make a left turn at the light when it turns green. you will head to luxor las vegas and go into the entrance there,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,212.4
2021.06.09.14.50.36_veh-26_03507_03584,51,326,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,27.5
2021.10.11.08.31.07_veh-50_00282_00680,1194,1656,make a right turn at the next two green lights,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,46.2
2021.06.14.19.22.11_veh-38_01480_01860,38,1668,head toward paris las vegas entrance,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,163.0
2021.10.01.14.20.36_veh-28_01491_01630,47,651,"make a right turn and then a left turn at the next stop stopsigns. when you approach the end of the road, make the last left turn possible where you see the stopsign.",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,60.4
2021.10.11.05.34.05_veh-50_00442_00556,10,554,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,54.4
2021.06.14.14.25.15_veh-26_02009_02099,186,410,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,22.4
2021.07.16.21.17.55_veh-26_01014_01075,20,274,prepare to make the right turn at the intersection but let the pedestrians cross first.,Both,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,25.4
2021.09.15.12.32.43_veh-28_02111_02342,495,657,make the left turn at the very end,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,16.2
2021.06.14.14.25.15_veh-26_02841_02921,145,380,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,23.5
2021.09.15.15.34.53_veh-28_00030_00128,132,431,make a right turn at the next two stopsigns,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,29.9
2021.10.06.14.31.13_veh-28_00981_01226,513,846,"make a right turn, then a left turn at the next two intersections",Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,33.3
2021.07.16.01.22.41_veh-14_02003_02615,0,2471,"drive into paris las vegas, but then head toward the exit and head toward luxor las vegas. youll be making the right turn at the intersection before luxor las vegas",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,247.1
2021.06.09.18.23.43_veh-35_03190_03392,238,986,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,74.8
2021.10.01.17.52.06_veh-28_01034_01107,84,341,go into the far left turning lane,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,25.7
2021.06.09.12.51.31_veh-35_03371_03476,27,318,complete the left turn,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,29.1
2021.06.14.14.03.45_veh-38_01547_01613,93,316,go into the roundabout of paris las vegas,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,22.3
2021.07.16.18.49.56_veh-26_00256_00822,307,1348,switch to the right lane once you pass veer towers east,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,104.1
2021.06.14.18.33.41_veh-35_02054_02129,113,338,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,22.5
2021.06.14.11.44.56_veh-35_04178_05084,1256,2396,switch to the right lane once you pass veer towers east,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,114.0
2021.06.14.16.32.09_veh-35_03803_04103,46,357,complete the right turn once its clear and then go around the roundabout,Both,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,31.1
2021.07.16.00.51.05_veh-17_00023_01331,95,2226,go into the entrance of wynn las vegas. youre going to go around the roundabout and make a left turn at the stoplight.,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,213.1
2021.06.14.16.48.02_veh-12_00585_00672,30,411,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,38.1
2021.06.14.16.32.09_veh-35_01620_01699,204,378,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,17.4
2021.07.16.23.22.27_veh-14_01383_01479,152,385,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,23.3
2021.06.14.14.03.45_veh-38_01369_01458,85,338,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,25.3
2021.06.14.18.42.45_veh-12_04233_04472,177,448,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,27.1
2021.06.14.18.42.45_veh-12_04534_04609,94,307,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,21.3
2021.06.14.16.48.02_veh-12_02517_02590,159,341,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,18.2
2021.09.15.16.17.26_veh-28_01085_01182,24,461,make the left turn at the next two stoplights.,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,43.7
2021.07.16.01.22.41_veh-14_00015_00547,300,2031,"make a left turn at the stoplight, go into luxor las vegas. exit it and then  head toward the direction of the statue of liberty landmark",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,173.1
2021.08.17.13.15.12_veh-45_00168_00302,310,593,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,28.3
2021.06.09.20.26.11_veh-35_00026_00236,136,948,when the light turns green make a left turn,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,81.2
2021.06.14.18.33.41_veh-35_00224_00344,1,572,go into paris las vegas roundabout,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,57.1
2021.09.15.14.50.05_veh-28_02133_02222,137,298,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,16.1
2021.06.09.12.06.35_veh-35_00422_01112,674,2207,make the left turn into veer towers west. youll go around the roundabout,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,153.3
2021.06.09.11.54.15_veh-12_03917_04069,220,702,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,48.2
2021.06.14.16.48.02_veh-12_03472_03779,98,1375,"take the left into luxor las vegas, then head back the direction you came from",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,127.7
2021.06.09.17.23.18_veh-38_01151_01532,524,1477,"go into paris las vegas, go around the roundabout",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,95.3
2021.06.09.12.39.51_veh-26_01179_01338,117,742,youll make a right lane switch when you pass waldorf astoria las vega,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,62.5
2021.07.16.21.17.55_veh-26_00872_00937,35,310,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,27.5
2021.06.14.11.44.56_veh-35_00453_00731,663,1172,make the right turn into paris las vegas. go around the roundabout,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,50.9
2021.06.14.19.22.11_veh-38_00040_00464,1104,1583,youll make a right lane switch after passing veer towers west,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,47.9
2021.07.09.20.59.12_veh-38_01208_01692,51,1877,"make the left turn into luxor las vegas, which is the first left after the stopsign. then exit and be on the second to left turning lane at the intersection",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,182.6
2021.07.09.15.53.28_veh-38_04273_04767,582,2418,find your way toward the cosmopoliton of las vegas,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,183.6
2021.07.09.01.37.16_veh-26_04815_04878,83,289,complete the left turn when the light turns green,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,20.6
2021.07.09.01.37.16_veh-26_01726_01793,106,262,make the right turn at the stoplight,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,15.6
2021.06.09.14.50.36_veh-26_03208_03299,95,381,go around the rounda-a-bout,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,28.6
2021.08.17.17.55.18_veh-43_01240_01704,338,644,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,30.6
2021.06.23.14.54.32_veh-16_00301_00410,280,499,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,21.9
2021.06.09.12.06.35_veh-35_00284_00410,21,250,switch to the left lane when you see the silver car,Dynamic Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,22.9
2021.06.23.18.23.38_veh-26_00663_01217,108,1774,switch to left lane because you will make a left turn at the stoplight. you will just go straight afterward,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,166.6
2021.09.15.15.34.53_veh-28_00365_00501,496,651,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,15.5
2021.10.11.07.47.13_veh-50_00202_00310,217,416,make the left turn at the intersection,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,19.9
2021.07.16.00.24.14_veh-38_00367_01154,109,2362,follow the same path as the white suv in front of you,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,225.3
2021.06.14.13.28.41_veh-12_02845_03153,339,773,head toward the stoplight to make a left turn,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,43.4
2021.06.23.16.54.19_veh-35_00808_01256,49,1567,make a left turn when the light turns green and proceed straight,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,151.8
2021.06.09.14.03.17_veh-12_03678_03787,64,484,make the right turn into paris las vegas and go around the roundabout,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,42.0
2021.10.01.19.16.42_veh-28_02447_02517,70,329,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,25.9
2021.06.14.17.26.26_veh-38_03238_03403,1,800,"head toward the exit, when the light turns green you will make a left turn",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,79.9
2021.06.09.14.58.55_veh-35_03390_03537,178,565,head toward the exit,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,38.7
2021.10.06.17.43.07_veh-28_00302_00486,167,360,make a left turn at the stoplight,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,19.3
2021.06.14.17.26.26_veh-38_04285_04392,38,413,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,37.5
2021.06.23.14.06.20_veh-26_00020_01142,1719,2195,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,47.6
2021.06.09.14.03.17_veh-12_01225_01437,306,838,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,53.2
2021.06.23.14.58.13_veh-35_01130_01820,248,2511,follow the white suv in front of you. ,Dynamic Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,226.3
2021.06.23.16.52.00_veh-26_03120_03293,505,776,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,27.1
2021.06.09.17.23.18_veh-38_03302_03414,339,505,after you pass the stoplight switch to the right lane and go straight,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,16.6
2021.08.17.14.45.12_veh-42_01119_01535,286,1978,make a left turn at the third stopsign. make a right turn at the stoplight. you will make the next left turn at the stoplight. make the last left for tunnel park.,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,169.2
2021.06.14.13.27.42_veh-35_02028_02106,37,255,get into the second to left turning lane,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,21.8
2021.08.17.18.54.02_veh-45_00511_00579,5,250,make a left turn at the second intersection,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,24.5
2021.06.14.13.28.41_veh-12_02845_03153,761,1423,complete the left turn when the light turns green,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,66.2
2021.05.12.23.36.44_veh-35_02035_02387,317,1317,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,100.0
2021.06.09.12.39.51_veh-26_01943_02303,394,755,go into luxor las vegas,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,36.1
2021.07.16.16.27.22_veh-26_02282_03814,1737,2127,make the right turn and go around the roundabout,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,39.0
2021.08.17.13.15.12_veh-45_01049_01467,529,871,make the left turn thats parallel to south shore riverfront park,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,34.2
2021.06.09.11.54.15_veh-12_01902_02277,20,1861,"youre going to make the right turn into paris las vegas, and then come back to the place you started safely",Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,184.1
2021.10.11.07.12.18_veh-50_00541_00832,110,777,at the third intersection make a left turn. you will make a left turn at the place where you see a sign with green text on the left and yellowish text on the right. then head back on the main road,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,66.7
2021.05.12.22.00.38_veh-35_01008_01518,654,1774,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,112.0
2021.06.14.19.22.11_veh-38_02686_02846,118,306,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,18.8
2021.06.14.11.44.56_veh-35_01869_01972,3,508,after you pass the stoplight switch to the right lane,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,50.5
2021.10.01.18.26.05_veh-28_00481_00656,27,848,let the firetruck move away before continuing straight. you will want to make a uturn toward the firetruck because the white truck in front in blocking the road,Both,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,82.1
2021.07.16.23.22.27_veh-14_04496_06203,1899,2508,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,60.9
2021.06.14.16.48.02_veh-12_04057_04438,623,1677,head into the entrance of paris las vegas,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,105.4
2021.10.01.17.52.06_veh-28_01141_01264,119,444,at the stopsign complete the left turn once the truck has made its turn. you will make a right turn at the next intersection,Both,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,32.5
2021.06.14.18.13.35_veh-26_00713_00818,3,375,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,37.2
2021.06.14.18.13.35_veh-26_02324_02430,307,468,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,16.1
2021.09.15.16.51.15_veh-28_00005_00160,291,617,just go straight,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,32.6
2021.06.23.20.00.35_veh-35_00016_00119,169,442,go into the roundabout of wynn las vegas,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,27.3
2021.06.14.11.44.56_veh-35_01983_02053,80,344,make the right turn at the intersection that arco falls on.,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,26.4
2021.06.14.11.44.56_veh-35_00938_01134,62,920,make the right turn at the intersection with arco. make the left turn into luxor las vegas,Static Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,85.8
2021.09.15.16.17.26_veh-28_00586_00712,64,508,just follow the road forward,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,44.4
2021.08.17.16.48.45_veh-43_01676_01764,1,224,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,22.3
2021.06.14.16.48.02_veh-12_04057_04438,1540,1862,head toward the exit,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,32.2
2021.06.23.14.58.13_veh-35_02037_04783,22,2462,just follow the white suv in front of you the entire time.,Dynamic Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,244.0
2021.08.17.14.32.33_veh-08_01072_01231,340,634,,Non-Referential,parthib,./staging/parthib_submissions5 - Parthib Roy.csv,29.4
2021.10.06.13.21.47_veh-28_00441_00515,166,338,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.2
2021.10.01.19.16.42_veh-28_03215_03296,189,353,Follow the truck,Dynamic Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.4
2021.09.15.11.49.23_veh-28_01869_02000,331,648,"Follow the green van until you get to the park, then turn left",Both,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,31.7
2021.09.15.11.49.23_veh-28_01869_02000,331,648,Turn right at the parking garage,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,31.7
2021.09.15.15.34.53_veh-28_00512_01084,776,935,Turn right on the other side of the bridge,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.9
2021.09.15.15.34.53_veh-28_00512_01084,776,935,Turn right,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.9
2021.09.15.13.16.40_veh-28_01473_01612,115,648,Drive around the trucks and crane,Dynamic Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,53.3
2021.09.15.14.50.05_veh-28_01740_01833,3,278,Switch to the left lane once it forms,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,27.5
2021.09.15.11.49.23_veh-28_00767_00955,677,844,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.7
2021.10.01.17.52.06_veh-28_01622_01687,12,214,"Turn right, then left",Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,20.2
2021.10.01.17.52.06_veh-28_01622_01687,12,214,Drive to the other side of seaport common,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,20.2
2021.10.01.15.32.11_veh-28_00291_00464,280,644,turn left at the light,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,36.4
2021.09.15.16.17.26_veh-28_01581_01740,122,637,Go around the construction truck,Dynamic Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,51.5
2021.10.01.13.28.54_veh-28_01421_01615,471,946,Stay in this lane,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,47.5
2021.09.15.14.27.22_veh-39_00473_00568,116,392,Turn right at the stop sign,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,27.6
2021.09.15.14.50.05_veh-28_01187_01281,142,329,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,18.7
2021.10.01.14.20.36_veh-28_00825_00919,158,340,"Pass the bus, then get back in the right lane",Dynamic Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,18.2
2021.09.15.12.32.43_veh-28_00417_00527,217,437,Turn right twice,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,22.0
2021.10.06.17.08.46_veh-28_01127_01287,455,740,Turn right at the stop sign,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,28.5
2021.10.06.19.27.33_veh-28_00121_00289,217,506,Turn right at the parking garage,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,28.9
2021.10.01.18.26.05_veh-28_01211_01323,98,288,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,19.0
2021.09.15.15.34.53_veh-28_01639_01805,512,748,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,23.6
2021.10.01.15.32.11_veh-28_00025_00097,184,339,Drive around the yellow trucks,Dynamic Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.5
2021.09.15.13.52.55_veh-39_00016_00122,185,362,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.7
2021.10.01.19.16.42_veh-28_02903_03140,77,424,Follow the road until the roundabout,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,34.7
2021.09.15.13.12.49_veh-39_00022_00104,239,389,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.0
2021.10.01.13.28.54_veh-28_01767_01883,283,490,"Drive into the parking lot, and back into the driveway labeled 13",Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,20.7
2021.09.15.15.34.53_veh-28_00512_01084,898,1382,Turn left at the light,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,48.4
2021.10.06.17.08.46_veh-28_00127_00428,559,1011,Go straight through the roundabout,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,45.2
2021.10.01.19.16.42_veh-28_00094_00216,199,369,Turn left,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.0
2021.09.15.13.16.40_veh-28_02198_02321,271,512,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,24.1
2021.09.15.12.32.43_veh-28_00202_00323,423,591,Turn around at the end of the road,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.8
2021.09.15.13.16.40_veh-28_00642_01267,627,872,Turn right once the pedestrians cross,Dynamic Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,24.5
2021.09.15.15.34.53_veh-28_01820_02314,635,1888,"Turn left at the light, then turn right at the end of the road",Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,125.3
2021.10.01.13.28.54_veh-28_00094_00181,134,363,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,22.9
2021.09.15.11.49.23_veh-28_00081_00237,568,718,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.0
2021.10.06.14.31.13_veh-28_01277_01377,40,358,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,31.8
2021.09.15.14.00.15_veh-28_01274_01543,155,381,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,22.6
2021.10.01.19.16.42_veh-28_02903_03140,185,790,Take the first exit of the roundabout,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,60.5
2021.10.01.14.20.36_veh-28_01151_01286,334,582,Switch to the left lane,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,24.8
2021.09.15.12.32.43_veh-28_01410_01501,227,408,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,18.1
2021.09.15.14.50.05_veh-28_00578_00896,403,565,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.2
2021.10.01.15.32.11_veh-28_01000_01136,365,535,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.0
2021.10.01.15.32.11_veh-28_00475_00930,585,1933,Turn right onto the bridge,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,134.8
2021.09.15.13.16.40_veh-28_02072_02166,137,313,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.6
2021.10.06.13.21.47_veh-28_00441_00515,99,290,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,19.1
2021.10.06.14.31.13_veh-28_00981_01226,7,1185,Turn left at the light,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,117.8
2021.10.06.14.31.13_veh-28_00981_01226,7,1185,Circle around the block to the right,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,117.8
2021.10.06.13.21.47_veh-28_01002_01116,282,503,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,22.1
2021.09.15.14.50.05_veh-28_01187_01281,197,426,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,22.9
2021.09.15.14.50.05_veh-28_00083_00152,147,317,Turn left at the stop sign,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.0
2021.10.01.13.28.54_veh-28_00995_01087,203,365,Turn right,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.2
2021.10.01.13.28.54_veh-28_00995_01087,203,365,Turn right at the light,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.2
2021.10.01.13.28.54_veh-28_00995_01087,203,365,Follow the orange truck onto the bridge,Both,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.2
2021.09.15.14.00.15_veh-28_01611_01874,1138,1308,Continue to the roundabout,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,17.0
